Yearly_ExpensesK,Avg_Residancy_Altitude,Overall_happiness_score,Will_vote_only_large_party,Financial_agenda_matters,Yearly_IncomeK,Most_Important_Issue,Vote
353.344251331,19.7068674905,548.876823073,1.0,0.0,552.393310205,4.0,9
821.252805879,82.8091914439,932.94737789,1.0,1.0,927.842727188,3.0,8
316.281531848,207.299301443,571.614084026,1.0,0.0,572.708966985,0.0,9
403.722524659,166.877493056,713.284143998,1.0,0.0,572.900178027,2.0,3
900.080769002,119.942219923,536.255790619,1.0,1.0,953.959605685,3.0,2
607.847089034,36.2095807124,672.977246525,1.0,0.0,658.104727904,7.0,0
461.061240071,78.1205113233,771.528772405,1.0,0.0,618.959722943,0.0,3
389.679235023,35.8806123229,639.353936838,1.0,0.0,603.430665602,1.0,9
567.651255925,99.805774423,857.721148805,1.0,0.0,593.011214907,0.0,9
397.93087014,28.6716186573,635.469912313,1.0,0.0,546.0213409,1.0,9
500.289747524,165.722154383,780.167202907,1.0,0.0,563.612621824,2.0,9
455.247393788,74.9901686378,664.685015182,1.0,0.0,623.885188414,4.0,9
532.253901835,83.7243197101,789.580232306,1.0,0.0,636.420630337,7.0,9
588.763719914,115.939219089,675.131447619,1.0,0.0,655.289412158,2.0,7
377.021810897,138.812176186,570.554577816,1.0,0.0,569.048990621,4.0,9
419.430971909,99.7954526952,591.110860013,1.0,0.0,581.17044373,2.0,0
900.484020483,48.1136925752,815.641276429,1.0,1.0,723.355527967,6.0,5
978.400811031,50.9464303016,673.184399849,1.0,1.0,591.807584744,6.0,5
577.087053961,36.3671861414,657.576916605,1.0,0.0,622.544876227,2.0,0
792.354961191,254.169343446,714.854652116,1.0,0.0,868.764692964,0.0,4
26.0571441733,400.100383461,582.395425227,0.0,0.0,563.466040992,1.0,1
318.036058577,44.790505931,305.824397365,1.0,1.0,683.147218699,3.0,2
439.53078585,137.360681288,733.691580794,1.0,0.0,561.862085666,7.0,4
345.196801671,53.757292959,845.047885476,1.0,0.0,713.39175456,2.0,7
439.952523021,24.2264832095,624.20676268,1.0,0.0,591.562091099,1.0,0
854.570756899,26.8926707575,907.842488595,1.0,1.0,989.933271652,3.0,8
423.27405156,48.6056076458,664.368482312,1.0,0.0,618.755787024,7.0,9
496.699923614,195.589968674,776.460183668,1.0,0.0,571.029252935,7.0,9
587.510383159,26.3514878226,642.160034493,1.0,0.0,642.607864456,1.0,0
623.97063638,100.929240164,811.363121947,1.0,0.0,679.64192583,1.0,9
425.4084517,111.45583505,731.28796048,1.0,0.0,580.188739907,4.0,4
562.730961293,190.670165121,835.920433773,1.0,0.0,641.83881961,4.0,9
382.546232326,82.7832990443,722.321793595,1.0,0.0,528.519293066,1.0,4
416.438257036,137.398046472,584.657470217,1.0,0.0,571.235032925,7.0,0
394.388155058,119.391517807,625.936668255,1.0,0.0,636.774026543,2.0,9
418.843090187,74.7407194499,729.54797043,1.0,0.0,593.988639654,2.0,4
883.809375211,207.014357671,741.990153911,1.0,1.0,781.460658379,3.0,2
786.54741486,295.515953546,693.889155002,1.0,0.0,826.624041086,2.0,4
509.653274327,311.269180314,849.83998503,1.0,0.0,602.226134971,0.0,9
351.061292589,31.8516331497,626.546273994,1.0,0.0,560.405332434,1.0,9
644.204334194,46.8944316228,662.780394618,1.0,0.0,601.756125951,0.0,3
477.495230079,336.44401644,749.070846994,1.0,0.0,619.408957757,0.0,3
428.481870474,272.837952249,776.670821709,1.0,0.0,563.318535529,0.0,4
553.065113784,236.927301282,822.670209131,1.0,0.0,549.899308491,2.0,9
411.698303053,160.678423442,609.991037926,1.0,0.0,581.242350768,7.0,9
476.638934959,42.3281647751,733.177183563,1.0,0.0,618.30734391,2.0,3
789.203878461,137.596479291,693.173015057,1.0,0.0,841.658668736,0.0,4
492.561392675,91.9587786915,872.671696172,1.0,1.0,413.338735467,6.0,5
404.288811744,91.6258634874,583.522111425,1.0,0.0,575.160907142,0.0,9
591.6875037,333.046295113,698.955601692,1.0,0.0,651.490342143,4.0,7
474.672616521,105.29001147,666.213511215,1.0,0.0,620.172524802,2.0,9
424.647209336,155.25827059,588.519217896,1.0,0.0,576.122560734,0.0,0
627.823975314,320.236678066,631.500671481,1.0,0.0,579.062571064,1.0,3
300.761431808,12.4005406296,596.909671721,1.0,0.0,575.263354913,7.0,9
400.790714035,246.167944779,598.504459143,1.0,0.0,639.010883416,2.0,9
593.767202559,131.580929967,449.534835527,1.0,1.0,551.307031585,3.0,2
431.436716809,99.8455097162,623.919361192,1.0,0.0,595.604941794,1.0,0
966.273367883,37.766101041,951.092126081,1.0,1.0,957.290781957,3.0,2
891.142007051,158.242830488,854.169002036,1.0,1.0,902.626390822,6.0,2
369.659726465,276.206041062,834.324310209,1.0,0.0,708.769677725,1.0,7
771.016555863,95.6413982689,701.806030603,1.0,0.0,858.922137251,4.0,4
938.050265532,69.4226243894,591.021128697,1.0,1.0,944.285735935,6.0,2
457.946062269,77.0024461791,598.013933707,1.0,0.0,591.04252488,1.0,0
445.890269865,338.630554973,829.269205144,1.0,0.0,536.53974667,1.0,9
437.609767337,36.8630210214,633.461192157,1.0,0.0,633.284885457,4.0,9
407.105389472,46.0601363251,757.829792147,1.0,0.0,525.661252042,1.0,4
388.87331381,26.9052362537,662.643301934,1.0,0.0,606.802677306,4.0,9
440.520744509,160.643455407,737.262187408,1.0,0.0,595.205277936,0.0,3
341.257864609,59.1744114257,977.351126582,1.0,1.0,594.053248167,3.0,8
621.0338465,225.854607821,956.661661795,1.0,1.0,551.645027706,5.0,5
459.004809847,212.849530515,536.205241508,1.0,1.0,854.483718661,5.0,8
901.654267188,235.753299779,609.059144345,1.0,1.0,756.072456672,6.0,2
674.027206999,82.2957213456,609.059144345,1.0,1.0,756.072456672,3.0,2
356.245971649,474.164260816,561.532217946,0.0,0.0,373.007794939,0.0,1
388.496176081,190.840625411,579.375934902,1.0,0.0,548.847542332,4.0,0
531.060470908,322.699850432,640.381091498,1.0,0.0,664.460101039,4.0,9
403.457403664,142.65682454,569.691210253,1.0,0.0,576.488057954,2.0,9
349.61539509,69.0228048708,596.75836298,1.0,0.0,562.73098609,2.0,0
362.277363081,66.4060853942,849.485596543,1.0,0.0,685.328005232,0.0,7
436.138565307,295.582537884,616.280257699,1.0,0.0,591.707910584,1.0,0
386.189225805,100.509681024,630.97811676,1.0,0.0,548.749081535,0.0,9
612.653859147,46.8675026378,667.562045792,1.0,0.0,642.42411396,7.0,7
531.131128478,19.4837654718,803.93000679,1.0,0.0,563.972353911,2.0,9
439.276962726,19.5704281068,730.898185603,1.0,0.0,619.7852345,4.0,4
420.595537896,116.504639515,604.468295986,1.0,0.0,589.366191018,4.0,0
382.399311118,137.709620276,563.90628058,1.0,0.0,566.405550798,1.0,9
592.493034094,164.13226446,552.517388622,1.0,1.0,648.802342639,3.0,2
573.7211051,37.9471060917,638.425946462,1.0,0.0,610.599351576,0.0,0
378.342722655,330.788533359,616.761351867,1.0,1.0,784.288463473,6.0,2
415.683043271,189.789286692,611.514183889,1.0,0.0,581.659234644,2.0,0
385.683487054,44.755031684,864.346785592,1.0,0.0,731.594679021,1.0,7
423.621934491,45.3940264876,599.892411106,1.0,0.0,618.283616767,1.0,9
393.834308387,69.3004071722,585.090715539,1.0,0.0,561.41284785,1.0,0
398.315132173,306.999276984,632.539933662,1.0,0.0,654.021753514,1.0,9
562.98984936,142.644872038,656.281048843,1.0,0.0,654.01949224,0.0,0
981.495499378,186.018695328,992.659636116,1.0,1.0,999.216170057,5.0,8
980.259042703,116.738070554,349.81760988,1.0,1.0,908.234034414,6.0,2
412.056007965,47.5623937457,658.517625142,1.0,0.0,641.673260427,1.0,9
451.128185035,200.376516748,662.238768787,1.0,0.0,602.747014559,4.0,9
404.528209773,150.090909433,659.063625212,1.0,0.0,581.956179827,4.0,9
610.730263902,124.756897306,703.292284845,1.0,0.0,648.671431182,4.0,7
602.604443337,348.841619781,538.285952711,0.0,0.0,748.532993511,4.0,1
387.630331553,67.3506807854,872.71669925,1.0,0.0,716.945516639,0.0,7
374.033332595,42.5111945515,853.709958944,1.0,0.0,693.886120862,7.0,7
624.316702338,87.48552683,682.91906845,1.0,0.0,658.260080924,2.0,0
594.039675345,153.151288473,681.830011726,1.0,0.0,641.485876265,4.0,7
592.920716521,18.8754874984,665.211882822,1.0,0.0,633.367646909,0.0,0
589.234770267,240.173472827,626.380146254,1.0,0.0,634.334465085,1.0,0
423.160050698,106.657889851,599.162335639,1.0,0.0,590.471764978,2.0,0
407.140813982,220.866912467,789.519205051,1.0,0.0,555.619037982,1.0,4
545.144202589,115.079440148,264.326276956,1.0,1.0,303.731649895,3.0,2
369.082975102,17.8819103496,589.754115299,1.0,0.0,603.191393607,1.0,9
588.272471033,61.7187041593,629.478466406,1.0,0.0,572.259138034,4.0,3
16.8999962043,82.4282966614,293.814665438,1.0,1.0,812.072920196,5.0,8
367.380376383,233.440056908,767.637674561,1.0,0.0,561.558774041,1.0,4
586.057338429,244.304331753,641.377885646,1.0,0.0,673.794364936,4.0,0
395.634228731,41.4138351003,788.521957255,1.0,0.0,583.28612113,0.0,4
447.060930386,85.1128943114,720.425601809,1.0,0.0,572.244624328,2.0,3
389.326419131,103.365762201,617.590489055,1.0,0.0,572.625392771,0.0,9
401.947439258,46.1402581794,593.628306025,1.0,0.0,583.538704451,2.0,9
568.463279743,87.4985497187,627.28094772,1.0,0.0,605.049015581,1.0,7
374.682834888,155.919585216,721.0655286,1.0,0.0,565.151267079,0.0,4
390.89800559,221.929497144,635.466994859,1.0,0.0,594.244185244,2.0,9
402.026976929,25.328400301,575.571137463,1.0,0.0,558.237797685,1.0,0
593.011083434,267.058812404,699.172856242,1.0,0.0,647.954261536,7.0,7
527.235158933,116.419422755,844.043312776,1.0,0.0,764.86082317,4.0,9
595.820509508,16.1321644125,633.303759808,1.0,0.0,642.451562552,2.0,0
579.662835027,84.1348406514,673.668566288,1.0,0.0,635.22681688,1.0,7
414.321412416,24.7066717706,776.425863965,1.0,0.0,560.027343617,0.0,4
985.857924554,64.9713358214,980.950341657,1.0,1.0,977.101021213,6.0,5
420.401077606,47.9158000232,565.257750577,1.0,0.0,565.691150628,1.0,0
31.0021727346,77.8548714633,459.708879544,1.0,1.0,495.133325691,3.0,8
774.23843327,107.961803198,674.670609572,1.0,0.0,811.370754374,1.0,4
527.712387601,67.563343243,798.572169082,1.0,0.0,570.36615618,2.0,9
646.680063119,114.572840636,735.250514778,1.0,0.0,716.658867497,0.0,7
414.494264765,68.4810698342,613.75316395,1.0,0.0,570.324030169,7.0,0
983.413472539,236.037758999,988.974832435,1.0,1.0,997.760264892,3.0,8
461.564297491,172.381139571,569.078784398,1.0,0.0,652.502120008,2.0,9
475.975807564,137.631256391,841.684162965,1.0,0.0,621.363509513,4.0,9
539.320630053,37.5107093433,456.767989866,1.0,1.0,499.348491609,6.0,2
370.195457705,25.478940267,547.056126657,1.0,0.0,544.481000613,1.0,0
598.611296683,14.4042791996,660.058531427,1.0,0.0,645.829584594,2.0,7
331.382148268,105.488834024,603.996283416,1.0,0.0,573.947034616,7.0,9
640.256891946,117.549657911,655.010963932,1.0,0.0,570.785466497,0.0,3
418.88235968,45.8877690187,616.208247236,1.0,0.0,578.738898841,1.0,0
608.951909407,39.4702912251,702.852442598,1.0,0.0,665.191533031,2.0,0
618.223744092,117.572663462,719.612257827,1.0,0.0,635.737401601,2.0,7
230.461623752,114.691620457,845.442860993,1.0,1.0,782.79593716,3.0,8
581.829657739,131.89987802,655.141243396,1.0,0.0,613.274426102,1.0,0
449.155442416,284.204958797,785.176303363,1.0,0.0,555.674019779,7.0,4
423.111648914,203.024875032,590.794759511,1.0,0.0,554.476707456,2.0,0
407.211206288,65.3687738669,870.043109884,1.0,0.0,672.989994285,0.0,7
433.294333681,88.5249890762,233.658080222,1.0,1.0,590.598241667,6.0,2
386.017602046,117.826043122,850.964451987,1.0,0.0,678.922315587,2.0,7
614.374240067,159.015061875,663.968143221,1.0,0.0,644.657571032,1.0,0
459.039718493,63.4741439502,765.05706069,1.0,0.0,588.395286506,7.0,4
470.75756126,53.1350866694,752.412125447,1.0,0.0,625.398604098,7.0,3
351.107124683,85.9576896594,595.636838768,1.0,0.0,542.333592898,2.0,9
416.670230707,36.2035239805,690.656216052,1.0,1.0,233.51117596,6.0,5
430.248546936,165.261568547,595.582296685,1.0,0.0,569.075086963,7.0,0
644.535595655,92.3160754418,663.751457102,1.0,0.0,616.258952402,7.0,3
587.293628612,195.342747349,700.503415993,1.0,0.0,660.557025085,2.0,7
522.749038592,248.616954926,735.102517968,1.0,0.0,619.13102534,1.0,9
576.620811471,141.891305496,665.644333833,1.0,0.0,631.277830943,7.0,0
388.478562397,173.066333203,600.924433521,1.0,0.0,628.187293888,4.0,9
539.694046611,173.443530921,794.007842157,1.0,0.0,597.899014187,2.0,9
354.275860094,164.823552389,674.362522293,1.0,0.0,555.653314129,4.0,9
429.780674121,167.509837241,612.240917227,1.0,0.0,573.024834249,4.0,0
371.776505974,79.215872643,751.179995592,1.0,0.0,557.761516649,1.0,4
442.268036179,101.034194827,577.875639928,1.0,0.0,590.079321097,7.0,9
594.286722771,145.383386367,710.401446179,1.0,0.0,694.406672001,4.0,7
423.996899993,63.5032300179,743.902167394,1.0,0.0,569.357093608,0.0,4
377.966805463,23.2166822439,846.766239222,1.0,0.0,739.708389697,2.0,7
239.522408472,113.167056414,520.558454551,1.0,1.0,599.425506137,5.0,5
564.590212702,38.2139147338,627.619050363,1.0,0.0,623.546552594,1.0,7
517.503997127,83.4190090601,807.654174504,1.0,0.0,602.765767508,0.0,9
643.654601716,123.973400845,653.937381954,1.0,0.0,635.474236833,4.0,3
453.182342548,150.471740982,719.388771126,1.0,0.0,582.953504989,2.0,3
822.075024116,136.987131119,885.127940287,1.0,1.0,372.497483622,6.0,5
350.209678659,85.9886964283,331.547581125,1.0,1.0,819.121621584,3.0,2
200.765693166,406.109053342,238.713903398,0.0,0.0,496.811487673,4.0,1
397.054247959,259.79842122,570.356084491,1.0,0.0,553.864662339,1.0,0
788.199143542,148.587689835,710.376186835,1.0,0.0,854.924880688,1.0,4
953.235438252,242.041316577,847.618441256,1.0,1.0,821.491152048,6.0,5
460.705357567,100.542222092,730.904669582,1.0,0.0,601.756926512,1.0,3
458.751997182,220.236473258,740.689467497,1.0,0.0,568.948986903,7.0,4
431.327370777,230.408883502,620.613379849,1.0,0.0,587.837283431,1.0,9
410.409350118,114.671690025,788.102381642,1.0,0.0,598.650754759,1.0,4
714.869634015,214.614658027,831.381378702,1.0,1.0,731.317475087,3.0,8
996.768525679,82.8755346186,804.668817203,1.0,1.0,870.079001582,6.0,2
636.042512726,185.219139694,706.006902358,1.0,0.0,658.069645771,1.0,7
528.815674129,71.5955217625,792.13491737,1.0,0.0,619.105167765,1.0,9
581.792923836,292.497856657,639.881916416,1.0,0.0,584.513628867,7.0,3
761.668680759,156.845975068,939.568731773,1.0,1.0,731.50326591,6.0,5
615.80856189,244.82546164,627.932762368,1.0,0.0,585.433768067,2.0,3
911.652032612,50.1930637212,843.964855788,1.0,1.0,838.94657786,6.0,5
500.220493414,71.0948366023,523.896382073,1.0,1.0,679.990598299,5.0,8
557.760264991,249.579046787,669.154298515,1.0,0.0,637.360801361,1.0,7
398.70104754,89.6993346927,612.580486274,1.0,0.0,556.459871992,1.0,9
641.342001945,43.4735874168,674.273851581,1.0,0.0,611.183811465,7.0,3
427.791814199,89.3035932704,582.895817218,1.0,0.0,566.240105317,2.0,0
973.468311698,165.268040363,997.308822645,1.0,1.0,966.496793786,6.0,5
434.111673851,244.81440029,599.555745968,1.0,0.0,589.864753428,2.0,0
412.622823147,172.655586668,607.292148054,1.0,0.0,568.47999398,7.0,0
852.862964569,85.4188287968,875.407142989,1.0,1.0,832.883133087,6.0,5
610.803683647,27.3834418059,718.161601383,1.0,0.0,686.272266232,7.0,7
476.322281956,210.889594241,646.085052498,1.0,0.0,609.577542319,1.0,9
378.243282536,331.038448568,571.199444315,1.0,0.0,561.348334891,4.0,0
585.120786577,68.7860473944,361.92256189,1.0,1.0,466.96680081,6.0,2
570.745047716,223.391695419,645.708216354,1.0,0.0,638.901123322,0.0,0
382.042557194,45.4292801805,803.751581281,1.0,0.0,703.193816562,0.0,7
435.538430444,395.926509838,582.395425227,0.0,0.0,563.466040992,1.0,1
406.652008831,204.880611769,668.877783382,1.0,0.0,617.838683782,4.0,9
592.463301011,134.852629048,708.436855358,1.0,0.0,666.77493025,2.0,7
450.853941321,122.290742815,638.704953096,1.0,0.0,624.257674079,4.0,9
476.40476722,158.47036771,781.426604047,1.0,0.0,616.648484302,2.0,9
25.298855966,54.5713377116,380.348236125,1.0,1.0,607.475288124,5.0,8
524.0361653,311.184531734,994.92633798,1.0,1.0,372.599698137,5.0,5
400.915084242,192.522322296,589.590904038,1.0,0.0,574.994120677,7.0,0
449.763228262,86.9846435592,851.912028986,1.0,0.0,598.024514191,7.0,9
383.554932846,307.353618813,564.24546243,1.0,0.0,523.480604612,7.0,9
444.786907473,12.4298933608,716.878383913,1.0,0.0,597.055322227,7.0,3
385.25505079,44.2682179505,573.229496873,1.0,0.0,564.720562167,1.0,0
436.551567548,81.9667708493,610.707593335,1.0,0.0,579.650429018,0.0,9
394.298282737,35.1289288188,608.641624964,1.0,0.0,593.238148302,2.0,9
513.937106542,85.5808932241,714.030862229,1.0,0.0,612.761173837,7.0,9
525.613527803,212.360901835,719.209037177,1.0,0.0,591.492971778,1.0,9
336.962959762,156.314986435,565.812811296,1.0,0.0,565.648514151,2.0,9
386.350009157,63.8496127149,599.754219182,1.0,0.0,569.211864748,0.0,9
976.355411673,124.978922718,520.193598311,1.0,1.0,214.956715936,5.0,5
429.98932364,156.585310748,620.445574997,1.0,0.0,589.60131359,1.0,0
883.589630836,105.850849662,976.628305894,1.0,1.0,872.958608437,6.0,5
434.120047065,232.907829238,591.530197458,1.0,0.0,567.917453674,1.0,0
327.90372951,271.793280071,822.229769685,1.0,0.0,685.127957447,7.0,7
415.808145383,133.735298853,766.180397335,1.0,0.0,602.333520051,7.0,4
923.020081587,59.390402179,904.99995944,1.0,1.0,612.140601035,5.0,5
456.620928677,6.26935088267,702.002177967,1.0,0.0,575.480303924,1.0,3
387.205890906,270.536675202,760.482829328,1.0,0.0,578.500617345,0.0,4
416.890182381,212.892053303,665.720380836,1.0,0.0,573.746238608,7.0,9
396.901677071,35.7613151923,606.190785091,1.0,0.0,560.531219649,4.0,9
341.196743924,98.5368143438,539.737865332,1.0,0.0,556.469264262,2.0,9
970.361422605,81.1739074207,875.007686205,1.0,1.0,938.757208874,3.0,2
105.781690683,62.848531434,516.586509975,1.0,1.0,687.355863997,3.0,8
825.700535957,70.4183361701,701.837531524,1.0,1.0,768.926780384,6.0,2
321.015298163,55.3661422296,812.133906667,1.0,0.0,664.962939936,1.0,7
457.519235224,73.3292344215,739.655189559,1.0,0.0,589.182650828,2.0,3
413.81954707,27.5392476963,659.776007008,1.0,0.0,660.623710815,1.0,9
975.005521672,46.4890723498,979.926282341,1.0,1.0,996.01449716,5.0,8
416.118564814,59.6860494186,753.144619719,1.0,0.0,564.772672593,0.0,4
759.629648757,155.8534768,584.991175216,1.0,1.0,639.596009953,6.0,2
572.548287954,131.488904784,700.597989156,1.0,0.0,639.197837125,0.0,7
430.014747289,395.617763491,663.572426546,0.0,0.0,878.533697355,7.0,1
472.136973592,109.132530979,648.184258332,1.0,0.0,592.84222449,4.0,0
347.559477762,168.248829921,590.171157547,1.0,0.0,582.914864081,7.0,9
405.720086811,290.550692903,614.196377011,1.0,0.0,570.776164991,2.0,0
427.677987754,27.356350844,765.661547713,1.0,0.0,576.198633576,2.0,4
438.759843928,24.2489523811,798.932206261,1.0,0.0,661.080375445,2.0,9
439.956544437,178.962587014,603.10056294,1.0,0.0,585.565628429,2.0,0
324.250519259,458.034727134,804.660854025,0.0,0.0,563.466040992,7.0,1
412.792341807,291.58450592,675.795399359,1.0,0.0,629.071835519,7.0,9
436.974844879,26.0577068779,788.841680914,1.0,0.0,617.666106432,2.0,4
716.683875007,108.328810464,665.793924825,1.0,1.0,906.667808786,6.0,2
898.064300794,97.469795303,673.356187297,1.0,1.0,959.1840883,6.0,2
441.534881854,45.0891101999,738.219899199,1.0,0.0,575.900980652,2.0,3
377.040278522,151.878912748,848.007935844,1.0,0.0,730.231372782,2.0,7
374.489147444,241.917682189,651.427025378,1.0,0.0,579.706960944,2.0,9
632.469907403,35.1366036783,937.966716801,1.0,1.0,700.372551712,3.0,8
408.971161395,124.974562218,622.500403074,1.0,0.0,576.975038663,4.0,9
663.802671215,123.270400756,702.353309059,1.0,1.0,290.082732448,5.0,5
667.033871105,406.109053342,310.30137251,0.0,0.0,523.200948053,0.0,1
689.154004734,362.449294749,615.97669886,0.0,0.0,730.367790705,2.0,1
589.068180296,186.390576467,727.645901784,1.0,0.0,653.759966543,0.0,7
467.414234385,22.0425768099,759.274197285,1.0,0.0,600.862354981,4.0,3
532.199069445,56.4084831545,735.533434719,1.0,0.0,695.00521014,7.0,9
621.601829709,104.047427651,686.373689835,1.0,0.0,648.670881816,0.0,7
936.269662551,159.321038799,833.069884518,1.0,1.0,736.405149102,5.0,5
650.915450536,353.577017219,906.887585599,0.0,0.0,873.910771308,7.0,1
752.333483193,232.135260437,915.431278659,1.0,1.0,952.269926412,3.0,8
415.848537839,155.337811253,590.241725692,1.0,0.0,556.314867868,7.0,9
438.804604578,298.919981841,733.407487663,1.0,0.0,590.304924755,7.0,3
479.278641165,31.8169061948,736.47515537,1.0,0.0,655.636372104,0.0,3
115.906704325,406.109053342,852.824597908,0.0,0.0,871.926856226,0.0,1
573.825455211,81.2828880752,722.861087302,1.0,0.0,615.622611776,7.0,9
790.95283548,267.1499824,376.361880992,1.0,1.0,599.425506137,5.0,5
420.782420081,88.2021367489,740.094946145,1.0,0.0,552.721251886,7.0,4
29.3268892214,440.630414793,413.21703744,0.0,0.0,887.077811656,0.0,1
516.879171832,192.899866477,694.385636205,1.0,1.0,931.119898664,3.0,8
413.541048585,152.806782426,658.561593572,1.0,0.0,562.439283399,2.0,3
402.276171949,120.218578399,771.669469713,1.0,0.0,585.308571623,7.0,4
431.435245201,27.7874987606,599.429019494,1.0,0.0,593.60877224,7.0,0
999.430935923,50.8730843383,991.129914391,1.0,1.0,977.30111354,6.0,5
574.90023859,183.763269385,801.647114334,1.0,0.0,601.730730778,2.0,9
680.565325511,199.160203982,997.790941454,1.0,1.0,580.529690487,6.0,5
417.13003756,47.4273937306,622.036117969,1.0,0.0,591.916387364,4.0,9
371.624180185,80.6505247917,557.89675981,1.0,0.0,558.489340942,1.0,9
399.314460087,49.4389693914,596.831886325,1.0,0.0,602.095374994,7.0,9
538.811781437,156.83336624,823.863500862,1.0,0.0,653.286301221,4.0,9
598.405006045,228.528898637,689.651532507,1.0,0.0,688.739888264,4.0,0
408.507239481,144.210050901,604.756355223,1.0,0.0,588.396350156,1.0,0
633.790379397,24.8423242141,746.173284766,1.0,0.0,704.836889984,2.0,7
797.562996025,122.129116221,696.22810964,1.0,0.0,864.174099011,2.0,4
522.260365947,150.613476432,831.462181703,1.0,0.0,600.949335438,7.0,9
418.110526827,58.1065997573,612.389896659,1.0,0.0,613.833372016,7.0,9
444.510923381,114.67877927,721.526645677,1.0,0.0,596.532942906,0.0,3
403.741929898,406.109053342,865.507617423,0.0,0.0,854.748760293,4.0,1
367.566068055,282.05959252,611.20352238,1.0,0.0,562.986762592,0.0,9
828.481864007,406.109053342,905.66062212,0.0,0.0,563.466040992,0.0,1
478.087588196,102.696445028,706.684080432,1.0,0.0,600.154063076,4.0,3
389.822246972,244.140219168,610.972119483,1.0,0.0,586.916882337,7.0,9
430.165484289,193.452572336,754.978462899,1.0,0.0,563.772428918,7.0,4
773.414949019,153.114702822,696.146190971,1.0,1.0,518.629872007,6.0,5
68.0199319031,337.331516818,556.637654827,1.0,1.0,324.918913609,3.0,8
457.185247564,93.7690980212,619.593528052,1.0,0.0,574.511007179,2.0,0
649.914039088,95.0837477115,654.732103856,1.0,0.0,630.585403614,2.0,3
602.732044371,231.43009159,671.08948308,1.0,0.0,655.162816617,7.0,0
592.347961447,102.757007365,686.826436442,1.0,0.0,680.045661411,4.0,0
366.074038561,223.858562766,562.606254977,1.0,0.0,560.295641995,1.0,9
597.491578327,106.258180544,713.229773446,1.0,0.0,652.397514748,4.0,7
434.735179293,202.601321593,675.552211267,1.0,0.0,601.063622066,0.0,9
983.156780837,176.486398056,852.943079546,1.0,1.0,890.50869784,6.0,2
623.419414078,110.412997956,736.314853279,1.0,0.0,676.686665067,7.0,7
430.939851596,93.8569992284,606.749535418,1.0,0.0,600.487013511,0.0,9
349.034680543,72.1825228993,666.945683568,1.0,0.0,631.582446561,0.0,9
407.963028071,151.794644806,667.539552177,1.0,0.0,623.227069907,7.0,9
333.675305675,406.109053342,944.594742399,0.0,0.0,651.90590112,0.0,1
341.825902361,229.102089818,841.69061168,1.0,0.0,701.918214129,2.0,7
390.903579062,171.043169034,862.211546518,1.0,0.0,693.415388703,4.0,7
423.69054409,165.934780068,691.601700705,1.0,0.0,596.584378397,4.0,9
387.94502372,166.704398465,758.475722028,1.0,0.0,567.987274666,1.0,4
396.652636094,224.186723315,619.806156792,1.0,0.0,593.475676622,4.0,9
793.06597708,75.1354101689,651.336742279,1.0,0.0,812.471511526,1.0,4
813.376395455,168.14400989,408.614833297,1.0,1.0,599.425506137,5.0,5
626.303586876,191.082336885,797.564308279,1.0,1.0,716.7773351,3.0,8
363.212873295,82.8557806805,612.687077355,1.0,0.0,600.016164568,2.0,9
764.487165348,232.217274356,487.076633679,1.0,1.0,530.757912797,3.0,2
361.810859348,95.5645338497,620.588472515,1.0,0.0,581.631175951,2.0,9
483.595392427,30.1852326321,795.023392838,1.0,0.0,626.122438178,2.0,9
215.366040356,128.374772842,288.652590472,1.0,1.0,413.950543034,5.0,8
563.645268571,123.027506991,734.603325392,1.0,0.0,623.163737074,4.0,9
592.598612725,99.7734003209,693.504157356,1.0,0.0,653.271914979,7.0,7
625.099510186,107.667198228,720.094074586,1.0,0.0,656.781078452,1.0,7
410.444519359,314.977182135,600.204748869,1.0,0.0,595.803656082,1.0,0
633.217540624,55.8999158477,716.454195472,1.0,0.0,684.883960576,4.0,7
573.756570836,251.274234407,646.348425349,1.0,0.0,614.973229531,4.0,7
631.479444337,258.086311651,688.335313982,1.0,0.0,589.930924452,0.0,3
531.30337665,206.074019912,524.736566003,1.0,1.0,533.167039757,3.0,2
609.775561461,178.027197567,706.000665954,1.0,0.0,666.080394472,0.0,7
423.621616968,117.242785905,608.453117854,1.0,0.0,589.223591983,0.0,0
440.176386569,281.331531368,620.077216916,1.0,0.0,569.571005072,0.0,9
821.836947897,76.5798721001,717.371120498,1.0,0.0,843.436527748,0.0,4
427.430836748,66.9046883714,697.776387655,1.0,0.0,579.999028915,4.0,3
558.735318371,89.0409289906,650.702958032,1.0,0.0,617.069290921,1.0,0
430.876768638,24.2676970313,800.481677742,1.0,0.0,583.62918637,2.0,4
563.6899958,91.5425636892,609.059144345,1.0,1.0,299.44027564,6.0,2
420.019550243,184.160150659,761.941645877,1.0,0.0,594.843943343,2.0,4
413.621134716,99.4584032285,832.810007919,1.0,0.0,719.857846622,7.0,7
411.032852493,81.6552524196,588.171015725,1.0,0.0,580.231898574,1.0,0
439.294233177,162.846329605,765.352522372,1.0,0.0,619.870738059,2.0,9
394.529665099,182.594079456,580.958476673,1.0,0.0,565.477552473,1.0,0
414.892244695,112.478522348,596.533541013,1.0,0.0,618.373201086,1.0,9
984.947363979,48.4739399623,769.786630354,1.0,1.0,320.653631119,5.0,5
529.382458809,141.92358139,777.324641515,1.0,0.0,604.673412292,0.0,9
